age,sex,webhltbeh,wwwhr,happy,health,life
49.0,male,,,very happy,excellent,
36.0,female,,,not too happy,poor,
45.0,female,,,pretty happy,fair,
35.0,female,,,very happy,fair,
42.0,female,,,very happy,excellent,
56.0,male,,,not too happy,fair,
54.0,female,,,pretty happy,fair,
52.0,female,,,pretty happy,good,
30.0,female,,,pretty happy,good,
38.0,female,,,pretty happy,excellent,
24.0,male,,,pretty happy,good,
42.0,male,,,very happy,excellent,
45.0,male,,,pretty happy,excellent,
47.0,female,,,pretty happy,good,
36.0,male,,,pretty happy,good,
45.0,male,,,pretty happy,good,
42.0,male,,,pretty happy,good,
22.0,female,,,very happy,good,
31.0,male,,,pretty happy,excellent,
28.0,female,,,very happy,excellent,
30.0,female,,,pretty happy,good,
26.0,male,,,pretty happy,excellent,
26.0,male,,,very happy,excellent,
39.0,female,,,not too happy,excellent,
21.0,male,,,pretty happy,excellent,
19.0,female,,,not too happy,good,
61.0,female,,,not too happy,good,
65.0,male,,,pretty happy,fair,
74.0,female,,,not too happy,fair,
61.0,male,,,not too happy,good,
64.0,male,,,,excellent,
24.0,male,,,pretty happy,good,
45.0,female,,,pretty happy,excellent,
27.0,female,,,,excellent,
32.0,female,,,,excellent,
48.0,male,,,pretty happy,excellent,
29.0,male,,,very happy,good,
29.0,male,,,very happy,excellent,
23.0,female,,,pretty happy,good,
85.0,female,,,not too happy,good,
32.0,female,,,not too happy,excellent,
67.0,female,,,pretty happy,fair,
53.0,female,,,very happy,fair,
28.0,male,,,pretty happy,good,
27.0,male,,,pretty happy,excellent,
19.0,male,,,pretty happy,good,
34.0,male,,,pretty happy,good,
47.0,female,,,very happy,excellent,
36.0,female,,,pretty happy,excellent,
38.0,male,,,pretty happy,good,
55.0,male,,,not too happy,good,
38.0,female,,,pretty happy,fair,
32.0,male,,,pretty happy,good,
76.0,female,,,very happy,good,
20.0,male,,,pretty happy,good,
63.0,female,,,very happy,fair,
55.0,male,,,very happy,fair,
48.0,female,,,pretty happy,good,
56.0,female,,,pretty happy,excellent,
46.0,female,,,very happy,good,
65.0,male,,,pretty happy,fair,
34.0,male,,,pretty happy,excellent,
74.0,male,,,pretty happy,fair,
28.0,female,,,pretty happy,fair,
36.0,female,,,pretty happy,excellent,
52.0,male,,,pretty happy,good,
33.0,female,,,not too happy,good,
64.0,female,,,pretty happy,excellent,
29.0,male,,,very happy,excellent,
33.0,male,,,pretty happy,excellent,
18.0,male,,,pretty happy,good,
65.0,female,,,not too happy,fair,
23.0,female,,,not too happy,good,
41.0,female,,,pretty happy,fair,
49.0,male,,,pretty happy,fair,
50.0,male,,,very happy,good,
24.0,male,,,not too happy,good,
65.0,male,,,not too happy,fair,
21.0,female,,,not too happy,good,
52.0,female,,,not too happy,good,
71.0,female,,,pretty happy,good,
79.0,female,,,pretty happy,fair,
74.0,female,,,pretty happy,fair,
74.0,female,,,pretty happy,good,
29.0,male,,,pretty happy,good,
31.0,male,,,pretty happy,excellent,
35.0,male,,,pretty happy,good,
53.0,female,,,not too happy,good,
41.0,female,,,pretty happy,good,
26.0,male,,,not too happy,excellent,
51.0,female,,,pretty happy,fair,
56.0,female,,,pretty happy,good,
19.0,male,,,not too happy,good,
25.0,male,,,pretty happy,excellent,
69.0,male,,,pretty happy,fair,
72.0,male,,,pretty happy,good,
56.0,female,,,not too happy,fair,
53.0,female,,,pretty happy,good,
60.0,male,,,pretty happy,fair,
64.0,female,,,pretty happy,poor,
51.0,male,,,pretty happy,good,
68.0,female,,,very happy,poor,
27.0,male,,,pretty happy,fair,
54.0,female,,,very happy,good,
33.0,female,,,very happy,excellent,
40.0,male,,,very happy,excellent,
26.0,female,,,pretty happy,good,
84.0,male,,,pretty happy,fair,
34.0,female,,,pretty happy,good,
59.0,male,,,not too happy,good,
53.0,male,,,pretty happy,good,
29.0,male,,,pretty happy,good,
75.0,female,,,pretty happy,excellent,
73.0,female,,,not too happy,fair,
63.0,female,,,pretty happy,fair,
34.0,male,,,pretty happy,good,
51.0,female,,,pretty happy,fair,
43.0,male,,,not too happy,excellent,
45.0,male,,,pretty happy,good,
34.0,male,,,very happy,excellent,
58.0,male,,,pretty happy,good,
59.0,female,,,very happy,fair,
35.0,male,,,pretty happy,excellent,
56.0,male,,,very happy,good,
29.0,female,,,very happy,excellent,
30.0,female,,,very happy,fair,
52.0,female,,,pretty happy,fair,
44.0,female,,,very happy,good,
59.0,male,,,very happy,good,
63.0,female,,,pretty happy,fair,
35.0,female,,,very happy,good,
26.0,female,,,very happy,good,
50.0,male,,,very happy,good,
42.0,female,,,very happy,good,
24.0,female,,,pretty happy,good,
64.0,male,,,pretty happy,poor,
30.0,male,,,pretty happy,excellent,
34.0,male,,,very happy,excellent,
64.0,female,,,not too happy,poor,
27.0,female,,,pretty happy,excellent,
23.0,female,,,pretty happy,excellent,
21.0,male,,,pretty happy,excellent,
30.0,female,,,pretty happy,excellent,
19.0,male,,,pretty happy,fair,
51.0,female,,,pretty happy,excellent,
78.0,male,,,not too happy,good,
64.0,male,,,very happy,good,
73.0,female,,,pretty happy,good,
88.0,female,,,very happy,good,
38.0,female,,,pretty happy,excellent,
67.0,male,,,pretty happy,fair,
77.0,female,,,very happy,fair,
61.0,female,,,pretty happy,good,
62.0,male,,,not too happy,fair,
72.0,female,,,pretty happy,good,
60.0,female,,,very happy,good,
23.0,female,,,not too happy,good,
41.0,male,,,very happy,excellent,
40.0,male,,,very happy,good,
25.0,male,,,pretty happy,good,
77.0,male,,,pretty happy,good,
25.0,male,,,pretty happy,good,
21.0,female,,,pretty happy,good,
52.0,female,,,pretty happy,excellent,
22.0,female,,,very happy,good,
23.0,male,,,pretty happy,excellent,
31.0,female,,,pretty happy,excellent,
36.0,male,,,not too happy,good,
32.0,female,,,very happy,excellent,
50.0,male,,,very happy,good,
77.0,male,,,pretty happy,excellent,
88.0,female,,,very happy,excellent,
32.0,female,,,pretty happy,excellent,
22.0,male,,,very happy,good,
55.0,female,,,pretty happy,fair,
67.0,male,,,very happy,excellent,
75.0,female,,,pretty happy,good,
45.0,male,,,pretty happy,good,
57.0,male,,,pretty happy,good,
56.0,female,,,very happy,excellent,
30.0,female,,,pretty happy,fair,
26.0,male,,,pretty happy,good,
19.0,male,,,very happy,good,
64.0,female,,,pretty happy,fair,
62.0,male,,,not too happy,fair,
68.0,male,,,pretty happy,excellent,
63.0,female,,,pretty happy,poor,
48.0,male,,,pretty happy,fair,
28.0,female,,,pretty happy,excellent,
75.0,female,,,pretty happy,fair,
23.0,female,,,pretty happy,good,
72.0,female,,,very happy,fair,
39.0,male,,,pretty happy,good,
30.0,male,,,not too happy,good,
29.0,male,,,not too happy,excellent,
33.0,female,,,very happy,good,
43.0,male,,,pretty happy,excellent,
51.0,female,,,pretty happy,fair,
27.0,female,,,very happy,good,
49.0,female,,,pretty happy,good,
56.0,male,,,not too happy,good,
49.0,male,,,very happy,excellent,
50.0,male,,,very happy,excellent,
39.0,female,,,very happy,fair,
43.0,male,,,pretty happy,excellent,
20.0,male,,,pretty happy,good,
34.0,male,,,pretty happy,good,
75.0,female,,,pretty happy,fair,
53.0,female,,,pretty happy,excellent,
29.0,male,,,pretty happy,good,
55.0,male,,,pretty happy,poor,
29.0,female,,,very happy,excellent,
51.0,male,,,pretty happy,fair,
45.0,female,,,not too happy,excellent,
50.0,male,,,not too happy,good,
50.0,female,,,pretty happy,good,
33.0,male,,,pretty happy,excellent,
29.0,female,,,very happy,excellent,
23.0,female,,,pretty happy,good,
67.0,female,,,pretty happy,good,
26.0,male,,,very happy,fair,
36.0,female,,,pretty happy,excellent,
30.0,male,,,pretty happy,excellent,
48.0,male,,,pretty happy,good,
46.0,male,,,pretty happy,good,
59.0,female,,,pretty happy,fair,
61.0,female,,,pretty happy,fair,
,female,,,very happy,good,
23.0,male,,,very happy,good,
21.0,male,,,not too happy,excellent,
32.0,male,,,not too happy,good,
68.0,male,,,very happy,excellent,
21.0,female,,,pretty happy,excellent,
25.0,male,,,pretty happy,excellent,
49.0,female,,,not too happy,good,
23.0,female,,,pretty happy,good,
22.0,female,,,pretty happy,good,
24.0,male,,,pretty happy,good,
78.0,female,,,pretty happy,fair,
60.0,male,,,not too happy,good,
83.0,male,,,pretty happy,fair,
43.0,male,,,very happy,good,
58.0,female,,,pretty happy,excellent,
27.0,male,,,very happy,excellent,
30.0,female,,,very happy,good,
44.0,male,,,pretty happy,excellent,
28.0,female,,,not too happy,excellent,
58.0,male,,,pretty happy,excellent,
61.0,male,,,very happy,excellent,
36.0,female,,,pretty happy,good,
63.0,male,,,pretty happy,good,
38.0,male,,,pretty happy,good,
55.0,female,,,not too happy,good,
41.0,female,,,pretty happy,excellent,
74.0,male,,,very happy,good,
34.0,male,,,pretty happy,good,
43.0,female,,,pretty happy,good,
54.0,male,,,pretty happy,excellent,
25.0,female,,,not too happy,excellent,
20.0,female,,,pretty happy,excellent,
70.0,female,,,pretty happy,fair,
52.0,male,,,very happy,good,
68.0,male,,,very happy,good,
24.0,male,,,pretty happy,poor,
51.0,male,,,pretty happy,fair,
43.0,female,,,very happy,excellent,
50.0,male,,,not too happy,excellent,
30.0,male,,,very happy,good,
59.0,male,,,not too happy,good,
87.0,male,,,very happy,good,
26.0,female,,,very happy,excellent,
52.0,female,,,very happy,excellent,
27.0,female,,,pretty happy,excellent,
47.0,female,,,very happy,excellent,
37.0,male,,,pretty happy,good,
50.0,male,,,pretty happy,good,
44.0,female,,,very happy,excellent,
77.0,female,,,very happy,good,
74.0,male,,,not too happy,fair,
30.0,female,,,pretty happy,excellent,
35.0,female,,,very happy,good,
76.0,female,,,very happy,excellent,
35.0,male,,,very happy,excellent,
58.0,female,,,pretty happy,good,
31.0,female,,,very happy,excellent,
51.0,female,,,pretty happy,fair,
53.0,male,,,very happy,excellent,
51.0,male,,,not too happy,good,
46.0,female,,,very happy,good,
18.0,male,,,pretty happy,good,
69.0,male,,,very happy,excellent,
59.0,female,,,very happy,excellent,
52.0,male,,,pretty happy,good,
40.0,female,,,pretty happy,good,
66.0,male,,,not too happy,poor,
46.0,female,,,pretty happy,good,
57.0,male,,,pretty happy,good,
30.0,male,,,pretty happy,good,
19.0,male,,,pretty happy,excellent,
42.0,female,,,pretty happy,good,
29.0,male,,,not too happy,good,
29.0,female,,,pretty happy,good,
23.0,female,,,pretty happy,good,
66.0,female,,,not too happy,poor,
43.0,female,,,not too happy,fair,
45.0,male,,,very happy,good,
68.0,male,,,not too happy,poor,
40.0,male,,,not too happy,good,
54.0,female,,,pretty happy,excellent,
26.0,female,,,pretty happy,good,
66.0,male,,,pretty happy,good,
55.0,male,,,pretty happy,excellent,
72.0,female,,,not too happy,poor,
65.0,male,,,pretty happy,good,
23.0,female,,,very happy,good,
57.0,female,,,very happy,good,
34.0,male,,,pretty happy,fair,
64.0,male,,,very happy,good,
42.0,male,,,not too happy,fair,
25.0,male,,,not too happy,good,
25.0,female,,,pretty happy,good,
74.0,male,,,not too happy,good,
37.0,male,,,pretty happy,good,
43.0,female,,,pretty happy,good,
67.0,female,,,pretty happy,fair,
57.0,female,,,very happy,excellent,
65.0,female,,,pretty happy,excellent,
33.0,female,,,pretty happy,good,
66.0,female,,,pretty happy,excellent,
35.0,male,,,pretty happy,good,
20.0,male,,,pretty happy,excellent,
22.0,male,,,pretty happy,good,
20.0,male,,,not too happy,good,
22.0,female,,,not too happy,excellent,
48.0,male,,,not too happy,good,
35.0,male,,,very happy,excellent,
45.0,male,,,very happy,good,
34.0,male,,,pretty happy,excellent,
37.0,male,,,pretty happy,excellent,
47.0,female,,,pretty happy,fair,
59.0,female,,,very happy,poor,
23.0,female,,,very happy,excellent,
29.0,female,,,pretty happy,poor,
45.0,male,,,pretty happy,excellent,
58.0,male,,,pretty happy,excellent,
23.0,male,,,pretty happy,excellent,
36.0,male,,,not too happy,excellent,
36.0,female,,,pretty happy,good,
76.0,male,,,pretty happy,good,
42.0,female,,,pretty happy,good,
34.0,female,,,pretty happy,excellent,
30.0,female,,,very happy,excellent,
30.0,female,,,very happy,excellent,
45.0,female,,,very happy,excellent,
26.0,female,,,very happy,fair,
72.0,female,,,pretty happy,good,
30.0,female,,,pretty happy,fair,
57.0,male,,,not too happy,poor,
47.0,male,,,very happy,good,
70.0,male,,,pretty happy,poor,
20.0,male,,,not too happy,good,
77.0,female,,,very happy,excellent,
73.0,male,,,not too happy,fair,
65.0,female,,,very happy,fair,
55.0,male,,,very happy,excellent,
64.0,female,,,pretty happy,good,
33.0,male,,,pretty happy,excellent,
19.0,male,,,not too happy,fair,
89.0,female,,,pretty happy,good,
53.0,female,,,pretty happy,fair,
49.0,male,,,not too happy,fair,
57.0,female,,,pretty happy,fair,
70.0,male,,,pretty happy,poor,
49.0,female,,,pretty happy,fair,
76.0,male,,,pretty happy,good,
51.0,male,,,pretty happy,good,
60.0,female,,,pretty happy,poor,
54.0,female,,,very happy,excellent,
71.0,female,,,pretty happy,excellent,
38.0,male,,,not too happy,excellent,
63.0,male,,,not too happy,good,
78.0,male,,,pretty happy,fair,
26.0,female,,,pretty happy,good,
66.0,female,,,pretty happy,good,
65.0,male,,,very happy,fair,
25.0,male,,,pretty happy,good,
34.0,female,,,pretty happy,good,
65.0,female,,,not too happy,good,
81.0,female,,,pretty happy,good,
79.0,male,,,pretty happy,good,
80.0,male,,,very happy,excellent,
62.0,female,,,not too happy,fair,
25.0,male,,,very happy,excellent,
75.0,male,,,not too happy,poor,
25.0,female,,,pretty happy,fair,
46.0,female,,,very happy,excellent,
20.0,male,,,very happy,excellent,
33.0,female,,,very happy,good,
50.0,female,,,pretty happy,good,
62.0,male,,,very happy,poor,
28.0,male,,,pretty happy,excellent,
43.0,female,,,pretty happy,good,
31.0,female,,,not too happy,fair,
63.0,female,,,not too happy,fair,
20.0,male,,,pretty happy,good,
29.0,male,,,pretty happy,excellent,
24.0,male,,,pretty happy,good,
36.0,male,,,pretty happy,good,
48.0,female,,,pretty happy,good,
48.0,male,,,very happy,good,
47.0,male,,,very happy,excellent,
53.0,female,,,very happy,good,
32.0,female,,,very happy,excellent,
68.0,female,,,pretty happy,fair,
38.0,female,,,very happy,fair,
29.0,male,,,pretty happy,excellent,
40.0,female,,,pretty happy,good,
89.0,male,,,pretty happy,fair,
72.0,female,,,pretty happy,poor,
45.0,male,,,pretty happy,excellent,
60.0,male,,,pretty happy,poor,
24.0,male,,,pretty happy,fair,
31.0,male,,,pretty happy,good,
24.0,male,,,pretty happy,good,
51.0,female,,,pretty happy,good,
48.0,male,,,not too happy,good,
44.0,female,,,not too happy,good,
35.0,female,,,pretty happy,good,
33.0,female,,,very happy,excellent,
42.0,male,,,not too happy,good,
29.0,male,,,very happy,good,
52.0,male,,,very happy,good,
36.0,female,,,pretty happy,fair,
27.0,male,,,pretty happy,good,
48.0,female,,,very happy,good,
60.0,female,,,pretty happy,poor,
68.0,female,,,very happy,excellent,
45.0,male,,,very happy,good,
23.0,male,,,pretty happy,excellent,
27.0,male,,,pretty happy,excellent,
25.0,female,,,pretty happy,good,
20.0,female,,,very happy,excellent,
22.0,male,,,pretty happy,fair,
72.0,female,,,pretty happy,good,
38.0,female,,,pretty happy,good,
26.0,female,,,pretty happy,good,
66.0,female,,,very happy,poor,
34.0,female,,,pretty happy,fair,
30.0,female,,,pretty happy,fair,
53.0,female,,,not too happy,fair,
37.0,female,,,pretty happy,fair,
68.0,male,,,very happy,good,
47.0,male,,,very happy,good,
23.0,male,,,pretty happy,fair,
55.0,male,,,pretty happy,poor,
20.0,male,,,pretty happy,fair,
37.0,female,,,pretty happy,excellent,
40.0,male,,,pretty happy,excellent,
65.0,female,,,pretty happy,fair,
28.0,female,,,very happy,good,
46.0,female,,,pretty happy,good,
60.0,male,,,very happy,good,
19.0,male,,,pretty happy,excellent,
32.0,male,,,not too happy,good,
62.0,female,,,very happy,good,
63.0,female,,,very happy,good,
64.0,female,,,very happy,excellent,
46.0,male,,,pretty happy,excellent,
57.0,female,,,very happy,good,
47.0,male,,,not too happy,good,
64.0,male,,,very happy,excellent,
48.0,female,,,very happy,good,
61.0,female,,,not too happy,fair,
60.0,female,,,pretty happy,good,
29.0,male,,,not too happy,good,
30.0,female,,,very happy,excellent,
52.0,male,,,pretty happy,good,
45.0,male,,,very happy,fair,
78.0,male,,,very happy,excellent,
36.0,male,,,not too happy,excellent,
82.0,female,,,pretty happy,fair,
41.0,female,,,pretty happy,excellent,
39.0,female,,,pretty happy,good,
26.0,male,,,not too happy,good,
64.0,male,,,not too happy,good,
47.0,male,,,pretty happy,good,
21.0,female,,,pretty happy,good,
20.0,male,,,very happy,excellent,
59.0,female,,,very happy,excellent,
25.0,female,,,pretty happy,good,
49.0,female,,,very happy,excellent,
26.0,female,,,pretty happy,good,
30.0,female,,,pretty happy,good,
27.0,female,,,pretty happy,good,
33.0,male,,,very happy,good,
26.0,male,,,pretty happy,good,
59.0,male,,,pretty happy,good,
80.0,male,,,very happy,excellent,
22.0,male,,,pretty happy,excellent,
49.0,male,,,not too happy,fair,
48.0,female,,,very happy,fair,
34.0,male,,,not too happy,excellent,
38.0,female,,,not too happy,fair,
30.0,female,,,very happy,fair,
54.0,female,,,pretty happy,good,
75.0,male,,,very happy,fair,
56.0,female,,,very happy,poor,
19.0,male,,,not too happy,excellent,
44.0,female,,,pretty happy,good,
53.0,male,,,pretty happy,fair,
35.0,female,,,pretty happy,good,
46.0,male,,,pretty happy,fair,
20.0,female,,,pretty happy,excellent,
50.0,female,,,not too happy,fair,
51.0,male,,,very happy,excellent,
52.0,male,,,not too happy,good,
72.0,female,,,pretty happy,poor,
60.0,male,,,pretty happy,fair,
22.0,male,,,not too happy,excellent,
39.0,male,,,not too happy,good,
57.0,female,,,pretty happy,good,
54.0,female,,,pretty happy,fair,
49.0,female,,,,good,
62.0,female,,,pretty happy,fair,
51.0,male,,,pretty happy,fair,
73.0,female,,,not too happy,fair,
27.0,female,,,pretty happy,fair,
68.0,male,,,very happy,fair,
44.0,male,,,pretty happy,fair,
67.0,male,,,not too happy,fair,
78.0,female,,,not too happy,poor,
60.0,female,,,pretty happy,fair,
48.0,male,,,pretty happy,fair,
78.0,female,,,pretty happy,poor,
47.0,female,,,very happy,good,
24.0,female,,,pretty happy,excellent,
75.0,male,,,pretty happy,good,
78.0,male,,,very happy,fair,
24.0,male,,,pretty happy,good,
56.0,male,,,pretty happy,good,
19.0,male,,,not too happy,good,
29.0,female,,,pretty happy,excellent,
32.0,female,,,pretty happy,fair,
21.0,female,,,very happy,good,
27.0,female,,,not too happy,fair,
19.0,male,,,not too happy,good,
56.0,male,,,not too happy,fair,
62.0,male,,,pretty happy,fair,
47.0,male,,,not too happy,good,
43.0,male,,,very happy,excellent,
39.0,male,,,pretty happy,good,
42.0,female,,,pretty happy,excellent,
44.0,male,,,pretty happy,good,
